user_id,total_orders,lifetime_rev,avg_order_val,first_order,last_order,channel
71945,1,59.99,59.99,2013-03-27 11:26:47,2013-03-27 11:26:47,gsearch
71950,1,49.99,49.99,2013-03-27 11:54:09,2013-03-27 11:54:09,gsearch
71951,1,49.99,49.99,2013-03-27 11:52:51,2013-03-27 11:52:51,gsearch
71968,1,49.99,49.99,2013-03-27 12:36:46,2013-03-27 12:36:46,gsearch
71998,1,49.99,49.99,2013-03-27 14:41:07,2013-03-27 14:41:07,gsearch
72005,1,49.99,49.99,2013-03-27 15:21:08,2013-03-27 15:21:08,gsearch
72025,1,49.99,49.99,2013-03-27 16:10:59,2013-03-27 16:10:59,gsearch
72027,1,49.99,49.99,2013-03-27 16:26:15,2013-03-27 16:26:15,gsearch
72055,1,49.99,49.99,2013-03-27 17:34:04,2013-03-27 17:34:04,gsearch
72060,1,49.99,49.99,2013-03-27 18:05:39,2013-03-27 18:05:39,gsearch
72080,1,49.99,49.99,2013-03-27 20:03:08,2013-03-27 20:03:08,gsearch
72091,1,49.99,49.99,2013-03-27 20:50:43,2013-03-27 20:50:43,gsearch
72106,1,49.99,49.99,2013-03-27 22:38:03,2013-03-27 22:38:03,gsearch
72112,1,59.99,59.99,2013-03-27 23:42:14,2013-03-27 23:42:14,gsearch
72115,1,49.99,49.99,2013-03-28 00:16:50,2013-03-28 00:16:50,bsearch
72129,1,49.99,49.99,2013-03-28 02:47:47,2013-03-28 02:47:47,gsearch
72132,1,49.99,49.99,2013-03-28 03:20:17,2013-03-28 03:20:17,gsearch
72134,1,49.99,49.99,2013-03-28 04:08:45,2013-03-28 04:08:45,gsearch
72173,1,59.99,59.99,2013-03-28 09:37:51,2013-03-28 09:37:51,gsearch
72192,2,99.98,49.99,2013-05-05 07:45:54,2013-05-23 22:22:06,bsearch
72216,1,49.99,49.99,2013-03-28 11:52:14,2013-03-28 11:52:14,direct
72253,1,49.99,49.99,2013-03-28 14:08:15,2013-03-28 14:08:15,gsearch
72264,1,59.99,59.99,2013-03-28 14:52:34,2013-03-28 14:52:34,gsearch
72288,1,49.99,49.99,2013-03-28 16:05:32,2013-03-28 16:05:32,direct
72299,1,49.99,49.99,2013-03-28 16:56:35,2013-03-28 16:56:35,gsearch
72305,1,49.99,49.99,2013-03-28 17:11:31,2013-03-28 17:11:31,gsearch
72326,1,49.99,49.99,2013-03-28 18:38:39,2013-03-28 18:38:39,gsearch
72330,1,49.99,49.99,2013-04-17 09:07:33,2013-04-17 09:07:33,direct
72335,1,49.99,49.99,2013-03-28 19:34:24,2013-03-28 19:34:24,gsearch
72344,1,49.99,49.99,2013-03-28 20:25:17,2013-03-28 20:25:17,gsearch
72359,1,59.99,59.99,2013-03-28 22:42:02,2013-03-28 22:42:02,bsearch
72399,1,49.99,49.99,2013-03-29 06:41:01,2013-03-29 06:41:01,gsearch
72402,1,49.99,49.99,2013-03-29 06:52:29,2013-03-29 06:52:29,bsearch
72440,1,49.99,49.99,2013-03-29 10:26:00,2013-03-29 10:26:00,bsearch
72447,1,49.99,49.99,2013-05-30 02:29:30,2013-05-30 02:29:30,direct
72455,1,49.99,49.99,2013-03-29 11:48:09,2013-03-29 11:48:09,direct
72458,1,49.99,49.99,2013-03-29 11:57:49,2013-03-29 11:57:49,gsearch
72485,1,49.99,49.99,2013-03-29 13:23:53,2013-03-29 13:23:53,gsearch
72496,1,49.99,49.99,2013-05-29 23:23:52,2013-05-29 23:23:52,direct
72498,1,49.99,49.99,2013-03-29 14:13:31,2013-03-29 14:13:31,gsearch
72505,1,59.99,59.99,2013-03-29 14:24:58,2013-03-29 14:24:58,gsearch
72512,1,59.99,59.99,2013-05-24 22:54:57,2013-05-24 22:54:57,direct
72526,1,49.99,49.99,2013-03-29 16:10:38,2013-03-29 16:10:38,gsearch
72533,1,49.99,49.99,2013-03-29 16:35:21,2013-03-29 16:35:21,gsearch
72541,1,49.99,49.99,2013-03-29 16:53:37,2013-03-29 16:53:37,gsearch
72544,1,49.99,49.99,2013-03-29 17:01:59,2013-03-29 17:01:59,gsearch
72555,1,49.99,49.99,2013-03-29 17:43:32,2013-03-29 17:43:32,gsearch
72559,1,49.99,49.99,2013-03-29 18:02:33,2013-03-29 18:02:33,gsearch
72560,1,49.99,49.99,2013-03-29 17:54:25,2013-03-29 17:54:25,gsearch
72561,1,49.99,49.99,2013-03-29 18:05:40,2013-03-29 18:05:40,direct
72568,1,49.99,49.99,2013-03-29 18:35:37,2013-03-29 18:35:37,bsearch
72574,1,49.99,49.99,2013-03-29 19:48:01,2013-03-29 19:48:01,gsearch
72583,1,49.99,49.99,2013-03-29 21:10:18,2013-03-29 21:10:18,gsearch
72596,1,49.99,49.99,2013-03-30 00:20:27,2013-03-30 00:20:27,gsearch
72601,1,59.99,59.99,2013-03-30 01:07:35,2013-03-30 01:07:35,gsearch
72618,1,49.99,49.99,2013-03-30 08:07:16,2013-03-30 08:07:16,gsearch
72636,1,49.99,49.99,2013-05-01 15:42:27,2013-05-01 15:42:27,direct
72643,1,59.99,59.99,2013-03-30 11:10:42,2013-03-30 11:10:42,gsearch
72652,1,49.99,49.99,2013-03-30 12:06:53,2013-03-30 12:06:53,gsearch
72656,1,49.99,49.99,2013-03-30 12:43:46,2013-03-30 12:43:46,gsearch
72662,1,49.99,49.99,2013-03-30 13:22:57,2013-03-30 13:22:57,gsearch
72666,1,49.99,49.99,2013-03-30 14:12:16,2013-03-30 14:12:16,gsearch
72669,1,49.99,49.99,2013-03-30 15:09:04,2013-03-30 15:09:04,gsearch
72674,1,49.99,49.99,2013-03-30 16:16:39,2013-03-30 16:16:39,gsearch
72678,1,49.99,49.99,2013-03-30 16:49:47,2013-03-30 16:49:47,gsearch
72690,1,49.99,49.99,2013-03-30 20:56:47,2013-03-30 20:56:47,gsearch
72698,1,49.99,49.99,2013-03-30 22:44:42,2013-03-30 22:44:42,gsearch
72707,1,49.99,49.99,2013-03-31 00:45:20,2013-03-31 00:45:20,gsearch
72715,1,49.99,49.99,2013-03-31 03:53:24,2013-03-31 03:53:24,gsearch
72727,1,49.99,49.99,2013-03-31 09:59:37,2013-03-31 09:59:37,bsearch
72730,1,59.99,59.99,2013-05-06 20:38:44,2013-05-06 20:38:44,gsearch
72731,1,49.99,49.99,2013-03-31 10:35:49,2013-03-31 10:35:49,gsearch
72737,1,49.99,49.99,2013-05-21 15:17:32,2013-05-21 15:17:32,direct
72740,1,49.99,49.99,2013-03-31 12:23:45,2013-03-31 12:23:45,gsearch
72774,1,59.99,59.99,2013-03-31 17:48:32,2013-03-31 17:48:32,gsearch
72780,1,49.99,49.99,2013-03-31 19:12:53,2013-03-31 19:12:53,gsearch
72813,1,49.99,49.99,2013-04-01 00:20:52,2013-04-01 00:20:52,gsearch
72828,1,49.99,49.99,2013-04-01 03:10:18,2013-04-01 03:10:18,gsearch
72835,1,49.99,49.99,2013-04-01 05:08:56,2013-04-01 05:08:56,bsearch
72837,1,49.99,49.99,2013-04-01 05:34:33,2013-04-01 05:34:33,gsearch
72843,1,49.99,49.99,2013-04-01 07:30:33,2013-04-01 07:30:33,bsearch
72851,1,49.99,49.99,2013-04-01 08:08:28,2013-04-01 08:08:28,gsearch
72872,1,49.99,49.99,2013-04-01 09:36:08,2013-04-01 09:36:08,gsearch
72873,1,49.99,49.99,2013-04-26 11:28:48,2013-04-26 11:28:48,direct
72892,1,49.99,49.99,2013-04-01 10:41:16,2013-04-01 10:41:16,gsearch
72911,2,99.98,49.99,2013-06-04 12:59:40,2013-07-15 09:35:10,gsearch
72918,1,59.99,59.99,2013-04-01 12:23:04,2013-04-01 12:23:04,gsearch
72949,1,49.99,49.99,2013-04-01 14:04:44,2013-04-01 14:04:44,bsearch
72952,1,49.99,49.99,2013-04-01 14:17:38,2013-04-01 14:17:38,gsearch
72962,1,59.99,59.99,2013-04-01 15:12:39,2013-04-01 15:12:39,gsearch
72963,1,49.99,49.99,2013-04-01 15:18:13,2013-04-01 15:18:13,gsearch
72966,1,49.99,49.99,2013-04-01 15:31:07,2013-04-01 15:31:07,gsearch
72974,1,49.99,49.99,2013-04-01 15:53:48,2013-04-01 15:53:48,direct
72978,1,49.99,49.99,2013-04-01 16:01:08,2013-04-01 16:01:08,gsearch
72988,1,59.99,59.99,2013-04-01 17:06:33,2013-04-01 17:06:33,bsearch
72989,1,49.99,49.99,2013-04-01 17:20:12,2013-04-01 17:20:12,gsearch
72991,1,49.99,49.99,2013-04-01 17:21:53,2013-04-01 17:21:53,gsearch
73000,1,49.99,49.99,2013-04-01 18:00:32,2013-04-01 18:00:32,gsearch
73036,1,59.99,59.99,2013-04-01 22:05:22,2013-04-01 22:05:22,gsearch
73039,1,49.99,49.99,2013-04-01 22:28:53,2013-04-01 22:28:53,gsearch
73044,1,49.99,49.99,2013-05-15 14:35:01,2013-05-15 14:35:01,gsearch
73055,1,49.99,49.99,2013-04-02 00:27:03,2013-04-02 00:27:03,gsearch
73072,1,59.99,59.99,2013-04-02 05:05:29,2013-04-02 05:05:29,gsearch
73074,1,49.99,49.99,2013-04-02 05:23:35,2013-04-02 05:23:35,gsearch
73085,1,49.99,49.99,2013-04-02 07:40:02,2013-04-02 07:40:02,gsearch
73090,1,49.99,49.99,2013-04-02 08:32:12,2013-04-02 08:32:12,gsearch
73110,1,49.99,49.99,2013-04-02 10:44:33,2013-04-02 10:44:33,bsearch
73132,1,49.99,49.99,2013-04-02 11:32:53,2013-04-02 11:32:53,bsearch
73151,1,59.99,59.99,2013-04-02 13:00:36,2013-04-02 13:00:36,gsearch
73153,1,59.99,59.99,2013-04-02 13:08:43,2013-04-02 13:08:43,gsearch
73156,1,49.99,49.99,2013-04-02 13:21:39,2013-04-02 13:21:39,gsearch
73173,1,49.99,49.99,2013-04-02 14:08:33,2013-04-02 14:08:33,gsearch
73174,1,49.99,49.99,2013-05-06 11:41:53,2013-05-06 11:41:53,direct
73186,1,49.99,49.99,2013-04-02 15:14:04,2013-04-02 15:14:04,gsearch
73205,1,49.99,49.99,2013-04-02 16:01:51,2013-04-02 16:01:51,gsearch
73211,1,49.99,49.99,2013-04-02 16:23:18,2013-04-02 16:23:18,gsearch
73231,1,49.99,49.99,2013-04-02 17:46:50,2013-04-02 17:46:50,bsearch
73242,1,49.99,49.99,2013-04-02 18:22:37,2013-04-02 18:22:37,bsearch
73247,1,49.99,49.99,2013-04-02 18:34:53,2013-04-02 18:34:53,gsearch
73250,1,49.99,49.99,2013-06-06 10:06:06,2013-06-06 10:06:06,direct
73262,1,49.99,49.99,2013-04-02 19:17:02,2013-04-02 19:17:02,bsearch
73263,1,49.99,49.99,2013-04-02 19:27:29,2013-04-02 19:27:29,bsearch
73264,1,49.99,49.99,2013-04-02 19:31:25,2013-04-02 19:31:25,gsearch
73274,1,59.99,59.99,2013-04-02 20:32:29,2013-04-02 20:32:29,gsearch
73281,1,49.99,49.99,2013-04-02 20:45:34,2013-04-02 20:45:34,bsearch
73291,1,49.99,49.99,2013-04-02 21:25:50,2013-04-02 21:25:50,gsearch
73318,1,49.99,49.99,2013-04-03 01:42:24,2013-04-03 01:42:24,gsearch
73326,1,49.99,49.99,2013-04-03 03:34:17,2013-04-03 03:34:17,gsearch
73337,1,49.99,49.99,2013-04-03 04:52:50,2013-04-03 04:52:50,gsearch
73346,1,49.99,49.99,2013-04-03 05:49:43,2013-04-03 05:49:43,gsearch
73354,1,49.99,49.99,2013-04-03 07:13:50,2013-04-03 07:13:50,gsearch
73362,1,49.99,49.99,2013-04-03 08:12:48,2013-04-03 08:12:48,gsearch
73385,1,59.99,59.99,2013-04-03 10:24:58,2013-04-03 10:24:58,gsearch
73388,1,49.99,49.99,2013-04-03 10:42:52,2013-04-03 10:42:52,bsearch
73417,1,49.99,49.99,2013-05-20 12:59:37,2013-05-20 12:59:37,direct
73440,1,49.99,49.99,2013-04-03 12:33:30,2013-04-03 12:33:30,bsearch
73461,1,49.99,49.99,2013-04-03 13:28:40,2013-04-03 13:28:40,gsearch
73498,1,59.99,59.99,2013-04-03 15:42:10,2013-04-03 15:42:10,gsearch
73529,1,49.99,49.99,2013-04-03 17:30:20,2013-04-03 17:30:20,gsearch
73530,1,49.99,49.99,2013-04-18 10:21:49,2013-04-18 10:21:49,direct
73532,1,49.99,49.99,2013-04-03 17:53:54,2013-04-03 17:53:54,gsearch
73542,1,49.99,49.99,2013-04-03 18:25:07,2013-04-03 18:25:07,gsearch
73552,1,49.99,49.99,2013-04-03 19:28:08,2013-04-03 19:28:08,gsearch
73559,1,49.99,49.99,2013-04-03 19:52:45,2013-04-03 19:52:45,gsearch
73564,1,49.99,49.99,2013-04-03 20:03:05,2013-04-03 20:03:05,gsearch
73573,1,49.99,49.99,2013-04-03 20:45:21,2013-04-03 20:45:21,gsearch
73578,1,49.99,49.99,2013-04-03 21:26:44,2013-04-03 21:26:44,gsearch
73581,1,49.99,49.99,2013-04-03 21:27:35,2013-04-03 21:27:35,gsearch
73583,1,49.99,49.99,2013-04-03 21:39:39,2013-04-03 21:39:39,gsearch
73591,1,49.99,49.99,2013-04-03 22:45:43,2013-04-03 22:45:43,gsearch
73656,1,49.99,49.99,2013-04-04 08:30:33,2013-04-04 08:30:33,direct
73678,1,59.99,59.99,2013-05-14 16:46:47,2013-05-14 16:46:47,direct
73680,1,49.99,49.99,2013-04-04 10:22:03,2013-04-04 10:22:03,gsearch
73691,1,49.99,49.99,2013-04-04 10:53:25,2013-04-04 10:53:25,bsearch
73717,1,49.99,49.99,2013-04-04 12:24:37,2013-04-04 12:24:37,gsearch
73721,1,49.99,49.99,2013-04-04 12:37:37,2013-04-04 12:37:37,gsearch
73722,1,49.99,49.99,2013-06-08 14:39:35,2013-06-08 14:39:35,direct
73727,1,59.99,59.99,2013-04-04 13:02:22,2013-04-04 13:02:22,gsearch
73735,1,49.99,49.99,2013-04-04 13:24:10,2013-04-04 13:24:10,gsearch
73754,1,49.99,49.99,2013-04-04 14:56:12,2013-04-04 14:56:12,gsearch
73766,1,49.99,49.99,2013-04-04 15:22:46,2013-04-04 15:22:46,gsearch
73787,1,49.99,49.99,2013-04-04 16:10:27,2013-04-04 16:10:27,gsearch
73791,1,49.99,49.99,2013-04-04 16:18:27,2013-04-04 16:18:27,gsearch
73796,1,49.99,49.99,2013-04-04 16:46:58,2013-04-04 16:46:58,bsearch
73809,1,49.99,49.99,2013-04-04 17:30:04,2013-04-04 17:30:04,gsearch
73810,1,59.99,59.99,2013-04-04 17:38:37,2013-04-04 17:38:37,gsearch
73821,1,49.99,49.99,2013-04-04 18:04:53,2013-04-04 18:04:53,gsearch
73823,1,49.99,49.99,2013-04-04 18:18:11,2013-04-04 18:18:11,gsearch
73830,1,49.99,49.99,2013-04-04 19:44:15,2013-04-04 19:44:15,gsearch
73842,1,49.99,49.99,2013-04-04 20:58:23,2013-04-04 20:58:23,gsearch
73888,1,59.99,59.99,2013-04-05 02:29:31,2013-04-05 02:29:31,gsearch
73902,1,59.99,59.99,2013-04-05 06:40:05,2013-04-05 06:40:05,gsearch
73918,1,49.99,49.99,2013-04-05 08:40:26,2013-04-05 08:40:26,gsearch
73959,1,49.99,49.99,2013-04-05 10:59:25,2013-04-05 10:59:25,gsearch
73971,1,49.99,49.99,2013-04-05 11:36:54,2013-04-05 11:36:54,gsearch
73989,1,49.99,49.99,2013-04-05 12:46:19,2013-04-05 12:46:19,gsearch
74008,1,49.99,49.99,2013-04-05 13:41:45,2013-04-05 13:41:45,gsearch
74012,1,59.99,59.99,2013-04-05 14:00:14,2013-04-05 14:00:14,bsearch
74017,1,49.99,49.99,2013-04-19 02:23:14,2013-04-19 02:23:14,direct
74018,1,49.99,49.99,2013-04-05 14:17:27,2013-04-05 14:17:27,gsearch
74019,1,49.99,49.99,2013-04-05 14:29:02,2013-04-05 14:29:02,gsearch
74022,1,49.99,49.99,2013-04-05 14:38:01,2013-04-05 14:38:01,direct
74030,1,49.99,49.99,2013-04-05 14:51:08,2013-04-05 14:51:08,gsearch
74044,1,49.99,49.99,2013-04-05 15:44:57,2013-04-05 15:44:57,gsearch
74046,1,49.99,49.99,2013-04-05 15:55:10,2013-04-05 15:55:10,gsearch
74064,1,49.99,49.99,2013-04-05 17:19:38,2013-04-05 17:19:38,gsearch
74068,1,49.99,49.99,2013-04-05 17:28:08,2013-04-05 17:28:08,gsearch
74088,1,49.99,49.99,2013-04-05 20:40:03,2013-04-05 20:40:03,gsearch
74091,1,49.99,49.99,2013-04-05 21:11:35,2013-04-05 21:11:35,direct
74099,1,49.99,49.99,2013-04-05 22:31:07,2013-04-05 22:31:07,gsearch
74112,1,59.99,59.99,2013-06-08 14:57:15,2013-06-08 14:57:15,direct
74129,1,49.99,49.99,2013-04-06 06:40:28,2013-04-06 06:40:28,bsearch
74136,1,49.99,49.99,2013-04-06 07:21:08,2013-04-06 07:21:08,gsearch
74139,1,59.99,59.99,2013-07-04 11:46:19,2013-07-04 11:46:19,bsearch
74161,1,49.99,49.99,2013-04-06 11:20:40,2013-04-06 11:20:40,bsearch
74180,1,49.99,49.99,2013-04-06 14:25:02,2013-04-06 14:25:02,gsearch
74189,1,49.99,49.99,2013-04-06 15:26:41,2013-04-06 15:26:41,gsearch
74205,1,49.99,49.99,2013-04-06 18:14:13,2013-04-06 18:14:13,gsearch
74216,1,49.99,49.99,2013-04-06 19:17:38,2013-04-06 19:17:38,gsearch
74219,1,59.99,59.99,2013-04-06 20:12:03,2013-04-06 20:12:03,bsearch
74233,1,49.99,49.99,2013-05-23 19:44:59,2013-05-23 19:44:59,gsearch
74248,1,49.99,49.99,2013-05-29 10:31:37,2013-05-29 10:31:37,direct
74250,1,49.99,49.99,2013-05-29 13:06:50,2013-05-29 13:06:50,direct
74255,1,49.99,49.99,2013-04-07 07:02:36,2013-04-07 07:02:36,direct
74273,1,49.99,49.99,2013-04-07 10:59:51,2013-04-07 10:59:51,bsearch
74277,1,59.99,59.99,2013-04-07 11:29:31,2013-04-07 11:29:31,gsearch
74284,1,49.99,49.99,2013-04-07 12:46:21,2013-04-07 12:46:21,gsearch
74288,1,49.99,49.99,2013-04-07 13:34:31,2013-04-07 13:34:31,gsearch
74299,1,49.99,49.99,2013-04-07 15:07:31,2013-04-07 15:07:31,gsearch
74303,1,49.99,49.99,2013-04-07 15:55:28,2013-04-07 15:55:28,direct
74311,1,59.99,59.99,2013-04-07 17:04:12,2013-04-07 17:04:12,gsearch
74325,1,59.99,59.99,2013-04-07 18:48:54,2013-04-07 18:48:54,gsearch
74352,1,49.99,49.99,2013-04-07 21:57:24,2013-04-07 21:57:24,bsearch
74387,1,49.99,49.99,2013-04-08 02:58:20,2013-04-08 02:58:20,gsearch
74401,1,49.99,49.99,2013-05-22 13:34:14,2013-05-22 13:34:14,gsearch
74402,1,49.99,49.99,2013-04-08 06:26:35,2013-04-08 06:26:35,bsearch
74406,1,49.99,49.99,2013-04-08 07:04:11,2013-04-08 07:04:11,bsearch
74414,1,49.99,49.99,2013-05-17 15:55:33,2013-05-17 15:55:33,direct
74415,1,59.99,59.99,2013-04-08 08:34:11,2013-04-08 08:34:11,gsearch
74430,1,49.99,49.99,2013-04-08 09:30:03,2013-04-08 09:30:03,gsearch
74438,1,49.99,49.99,2013-04-08 10:19:04,2013-04-08 10:19:04,gsearch
74441,1,49.99,49.99,2013-04-08 10:20:20,2013-04-08 10:20:20,gsearch
74452,1,49.99,49.99,2013-04-08 11:06:45,2013-04-08 11:06:45,gsearch
74457,1,49.99,49.99,2013-04-08 11:15:49,2013-04-08 11:15:49,gsearch
74479,1,49.99,49.99,2013-05-27 16:49:37,2013-05-27 16:49:37,direct
74520,1,49.99,49.99,2013-04-08 15:17:58,2013-04-08 15:17:58,bsearch
74523,2,109.98,54.99,2013-04-08 15:25:24,2013-04-17 09:35:26,bsearch
74528,1,49.99,49.99,2013-06-24 10:36:35,2013-06-24 10:36:35,gsearch
74536,1,49.99,49.99,2013-04-08 16:24:44,2013-04-08 16:24:44,gsearch
74557,2,109.98,54.99,2013-04-08 17:56:39,2013-06-06 09:21:34,gsearch
74600,1,49.99,49.99,2013-04-08 22:15:21,2013-04-08 22:15:21,bsearch
74602,1,49.99,49.99,2013-04-08 22:19:24,2013-04-08 22:19:24,gsearch
74605,1,59.99,59.99,2013-04-08 22:38:00,2013-04-08 22:38:00,direct
74616,1,49.99,49.99,2013-04-09 00:10:18,2013-04-09 00:10:18,bsearch
74633,1,49.99,49.99,2013-04-09 02:23:19,2013-04-09 02:23:19,gsearch
74659,1,49.99,49.99,2013-04-09 09:20:04,2013-04-09 09:20:04,gsearch
74661,1,49.99,49.99,2013-04-09 09:26:32,2013-04-09 09:26:32,gsearch
74666,1,49.99,49.99,2013-04-09 09:43:48,2013-04-09 09:43:48,bsearch
74709,1,49.99,49.99,2013-04-09 11:53:01,2013-04-09 11:53:01,gsearch
74713,1,49.99,49.99,2013-04-24 06:11:27,2013-04-24 06:11:27,direct
74717,1,49.99,49.99,2013-04-09 12:15:01,2013-04-09 12:15:01,gsearch
74742,1,49.99,49.99,2013-07-03 16:35:15,2013-07-03 16:35:15,direct
74752,1,49.99,49.99,2013-04-09 13:54:30,2013-04-09 13:54:30,gsearch
74753,1,59.99,59.99,2013-05-31 15:05:23,2013-05-31 15:05:23,gsearch
74789,1,49.99,49.99,2013-04-09 16:11:32,2013-04-09 16:11:32,bsearch
74792,1,49.99,49.99,2013-04-09 16:25:48,2013-04-09 16:25:48,gsearch
74797,1,49.99,49.99,2013-04-09 16:37:54,2013-04-09 16:37:54,gsearch
74807,1,49.99,49.99,2013-04-09 17:11:12,2013-04-09 17:11:12,gsearch
74814,1,59.99,59.99,2013-05-20 14:18:27,2013-05-20 14:18:27,bsearch
74846,1,49.99,49.99,2013-04-09 19:50:27,2013-04-09 19:50:27,gsearch
74856,1,49.99,49.99,2013-04-09 21:01:41,2013-04-09 21:01:41,gsearch
74858,1,49.99,49.99,2013-04-09 21:10:55,2013-04-09 21:10:55,gsearch
74875,1,59.99,59.99,2013-04-09 22:39:57,2013-04-09 22:39:57,gsearch
74879,1,49.99,49.99,2013-04-09 23:05:09,2013-04-09 23:05:09,gsearch
74909,1,49.99,49.99,2013-04-10 04:20:12,2013-04-10 04:20:12,gsearch
74922,1,49.99,49.99,2013-04-10 07:16:05,2013-04-10 07:16:05,gsearch
74934,1,49.99,49.99,2013-04-10 08:21:54,2013-04-10 08:21:54,gsearch
74942,1,49.99,49.99,2013-04-10 08:59:05,2013-04-10 08:59:05,direct
74997,1,59.99,59.99,2013-04-10 11:29:16,2013-04-10 11:29:16,bsearch
74999,1,59.99,59.99,2013-04-10 11:26:12,2013-04-10 11:26:12,gsearch
75001,1,49.99,49.99,2013-04-10 11:55:06,2013-04-10 11:55:06,gsearch
75009,1,49.99,49.99,2013-04-20 11:17:07,2013-04-20 11:17:07,direct
75012,1,49.99,49.99,2013-04-10 12:19:17,2013-04-10 12:19:17,gsearch
75083,1,59.99,59.99,2013-04-10 16:26:12,2013-04-10 16:26:12,gsearch
75104,1,49.99,49.99,2013-05-27 20:05:24,2013-05-27 20:05:24,direct
75112,1,49.99,49.99,2013-04-10 18:02:19,2013-04-10 18:02:19,gsearch
75118,1,49.99,49.99,2013-04-10 18:21:43,2013-04-10 18:21:43,gsearch
75142,1,49.99,49.99,2013-04-10 20:19:14,2013-04-10 20:19:14,gsearch
75143,1,59.99,59.99,2013-04-10 20:23:29,2013-04-10 20:23:29,gsearch
75167,1,49.99,49.99,2013-04-10 22:43:46,2013-04-10 22:43:46,gsearch
75168,1,49.99,49.99,2013-04-10 22:50:14,2013-04-10 22:50:14,gsearch
75170,1,49.99,49.99,2013-04-10 22:53:16,2013-04-10 22:53:16,gsearch
75176,1,49.99,49.99,2013-04-10 23:07:10,2013-04-10 23:07:10,gsearch
75199,1,59.99,59.99,2013-04-11 03:38:39,2013-04-11 03:38:39,gsearch
75208,1,49.99,49.99,2013-04-11 06:27:11,2013-04-11 06:27:11,gsearch
75213,1,49.99,49.99,2013-04-11 07:36:39,2013-04-11 07:36:39,gsearch
75219,1,49.99,49.99,2013-04-11 08:10:45,2013-04-11 08:10:45,gsearch
75238,1,49.99,49.99,2013-04-11 09:39:44,2013-04-11 09:39:44,gsearch
75288,1,49.99,49.99,2013-04-11 11:43:18,2013-04-11 11:43:18,gsearch
75291,1,49.99,49.99,2013-04-11 11:49:14,2013-04-11 11:49:14,gsearch
75304,1,49.99,49.99,2013-04-11 12:54:36,2013-04-11 12:54:36,gsearch
75317,1,49.99,49.99,2013-04-11 13:21:42,2013-04-11 13:21:42,gsearch
75330,1,49.99,49.99,2013-04-11 13:57:31,2013-04-11 13:57:31,gsearch
75343,1,49.99,49.99,2013-05-06 19:21:52,2013-05-06 19:21:52,direct
75354,1,59.99,59.99,2013-04-11 15:20:27,2013-04-11 15:20:27,bsearch
75355,1,49.99,49.99,2013-04-11 15:20:45,2013-04-11 15:20:45,gsearch
75399,1,49.99,49.99,2013-06-16 18:45:47,2013-06-16 18:45:47,direct
75409,1,49.99,49.99,2013-06-12 20:51:40,2013-06-12 20:51:40,gsearch
75420,1,49.99,49.99,2013-04-11 18:51:37,2013-04-11 18:51:37,gsearch
75459,1,49.99,49.99,2013-04-11 21:48:28,2013-04-11 21:48:28,gsearch
75484,1,59.99,59.99,2013-04-12 00:37:15,2013-04-12 00:37:15,direct
75493,1,49.99,49.99,2013-04-12 02:04:15,2013-04-12 02:04:15,gsearch
75512,1,49.99,49.99,2013-04-12 06:39:26,2013-04-12 06:39:26,gsearch
75513,1,49.99,49.99,2013-04-12 06:49:11,2013-04-12 06:49:11,gsearch
75542,1,59.99,59.99,2013-04-12 09:09:33,2013-04-12 09:09:33,gsearch
75549,1,49.99,49.99,2013-04-12 09:42:11,2013-04-12 09:42:11,gsearch
75556,1,49.99,49.99,2013-04-12 09:51:43,2013-04-12 09:51:43,gsearch
75584,1,49.99,49.99,2013-04-12 11:36:30,2013-04-12 11:36:30,bsearch
75604,1,49.99,49.99,2013-04-12 12:42:49,2013-04-12 12:42:49,gsearch
75620,1,49.99,49.99,2013-04-12 13:37:37,2013-04-12 13:37:37,gsearch
75625,1,49.99,49.99,2013-04-12 14:03:28,2013-04-12 14:03:28,gsearch
75631,1,49.99,49.99,2013-04-12 14:26:25,2013-04-12 14:26:25,direct
75633,1,49.99,49.99,2013-04-12 14:25:48,2013-04-12 14:25:48,gsearch
75635,1,59.99,59.99,2013-04-12 14:39:34,2013-04-12 14:39:34,gsearch
75637,1,59.99,59.99,2013-04-12 14:50:45,2013-04-12 14:50:45,gsearch
75640,1,49.99,49.99,2013-04-12 14:53:23,2013-04-12 14:53:23,gsearch
75643,1,49.99,49.99,2013-04-12 15:03:31,2013-04-12 15:03:31,gsearch
75644,1,49.99,49.99,2013-06-07 16:43:36,2013-06-07 16:43:36,direct
75649,2,99.98,49.99,2013-05-29 17:20:05,2013-06-14 23:44:05,direct
75655,1,49.99,49.99,2013-04-12 15:58:51,2013-04-12 15:58:51,gsearch
75663,1,49.99,49.99,2013-06-22 01:25:23,2013-06-22 01:25:23,direct
75672,1,59.99,59.99,2013-04-12 16:34:26,2013-04-12 16:34:26,gsearch
75694,1,59.99,59.99,2013-04-12 18:17:53,2013-04-12 18:17:53,gsearch
75705,1,59.99,59.99,2013-04-12 19:12:37,2013-04-12 19:12:37,gsearch
75711,1,49.99,49.99,2013-04-12 20:01:37,2013-04-12 20:01:37,gsearch
75713,1,49.99,49.99,2013-04-12 20:42:05,2013-04-12 20:42:05,gsearch
75744,1,49.99,49.99,2013-04-13 04:08:11,2013-04-13 04:08:11,gsearch
75758,1,49.99,49.99,2013-04-13 09:03:43,2013-04-13 09:03:43,gsearch
75767,1,49.99,49.99,2013-06-15 11:36:07,2013-06-15 11:36:07,gsearch
