order_item_id,created_at,order_id,product_id,is_primary_item,price_usd,cogs_usd,year_month,gross_profit,margin_pct
2799,2013-01-17 00:17:01,2799,1,1,49.99,19.49,2013-01,30.5,61.01
2800,2013-01-17 05:58:48,2800,2,1,59.99,22.49,2013-01,37.5,62.51
2801,2013-01-17 07:33:50,2801,1,1,49.99,19.49,2013-01,30.5,61.01
2802,2013-01-17 08:46:21,2802,1,1,49.99,19.49,2013-01,30.5,61.01
2803,2013-01-17 09:36:06,2803,2,1,59.99,22.49,2013-01,37.5,62.51
2804,2013-01-17 10:36:38,2804,1,1,49.99,19.49,2013-01,30.5,61.01
2805,2013-01-17 12:17:35,2805,1,1,49.99,19.49,2013-01,30.5,61.01
2806,2013-01-17 12:47:08,2806,1,1,49.99,19.49,2013-01,30.5,61.01
2807,2013-01-17 13:00:45,2807,1,1,49.99,19.49,2013-01,30.5,61.01
2808,2013-01-17 13:10:00,2808,1,1,49.99,19.49,2013-01,30.5,61.01
2809,2013-01-17 13:40:06,2809,1,1,49.99,19.49,2013-01,30.5,61.01
2810,2013-01-17 13:54:27,2810,2,1,59.99,22.49,2013-01,37.5,62.51
2811,2013-01-17 14:46:53,2811,1,1,49.99,19.49,2013-01,30.5,61.01
2812,2013-01-17 15:46:51,2812,1,1,49.99,19.49,2013-01,30.5,61.01
2813,2013-01-17 15:49:19,2813,1,1,49.99,19.49,2013-01,30.5,61.01
2814,2013-01-17 16:41:51,2814,2,1,59.99,22.49,2013-01,37.5,62.51
2815,2013-01-17 16:47:46,2815,1,1,49.99,19.49,2013-01,30.5,61.01
2816,2013-01-17 18:00:50,2816,1,1,49.99,19.49,2013-01,30.5,61.01
2817,2013-01-17 18:35:44,2817,1,1,49.99,19.49,2013-01,30.5,61.01
2818,2013-01-17 19:26:20,2818,2,1,59.99,22.49,2013-01,37.5,62.51
2819,2013-01-17 20:00:52,2819,1,1,49.99,19.49,2013-01,30.5,61.01
2820,2013-01-17 20:54:09,2820,2,1,59.99,22.49,2013-01,37.5,62.51
2821,2013-01-17 20:56:05,2821,1,1,49.99,19.49,2013-01,30.5,61.01
2822,2013-01-18 03:24:10,2822,2,1,59.99,22.49,2013-01,37.5,62.51
2823,2013-01-18 05:43:41,2823,1,1,49.99,19.49,2013-01,30.5,61.01
2824,2013-01-18 07:33:11,2824,1,1,49.99,19.49,2013-01,30.5,61.01
2825,2013-01-18 07:58:48,2825,1,1,49.99,19.49,2013-01,30.5,61.01
2826,2013-01-18 08:04:56,2826,1,1,49.99,19.49,2013-01,30.5,61.01
2827,2013-01-18 08:57:06,2827,1,1,49.99,19.49,2013-01,30.5,61.01
2828,2013-01-18 10:33:52,2828,1,1,49.99,19.49,2013-01,30.5,61.01
2829,2013-01-18 10:50:55,2829,1,1,49.99,19.49,2013-01,30.5,61.01
2830,2013-01-18 12:31:11,2830,1,1,49.99,19.49,2013-01,30.5,61.01
2831,2013-01-18 14:33:26,2831,1,1,49.99,19.49,2013-01,30.5,61.01
2832,2013-01-18 15:07:44,2832,1,1,49.99,19.49,2013-01,30.5,61.01
2833,2013-01-18 15:10:04,2833,1,1,49.99,19.49,2013-01,30.5,61.01
2834,2013-01-18 15:42:06,2834,1,1,49.99,19.49,2013-01,30.5,61.01
2835,2013-01-18 16:55:38,2835,1,1,49.99,19.49,2013-01,30.5,61.01
2836,2013-01-18 16:59:37,2836,2,1,59.99,22.49,2013-01,37.5,62.51
2837,2013-01-18 19:06:37,2837,1,1,49.99,19.49,2013-01,30.5,61.01
2838,2013-01-18 21:00:24,2838,1,1,49.99,19.49,2013-01,30.5,61.01
2839,2013-01-18 22:49:58,2839,1,1,49.99,19.49,2013-01,30.5,61.01
2840,2013-01-19 03:31:53,2840,1,1,49.99,19.49,2013-01,30.5,61.01
2841,2013-01-19 04:49:02,2841,1,1,49.99,19.49,2013-01,30.5,61.01
2842,2013-01-19 13:12:02,2842,1,1,49.99,19.49,2013-01,30.5,61.01
2843,2013-01-19 16:32:53,2843,1,1,49.99,19.49,2013-01,30.5,61.01
2844,2013-01-19 22:49:01,2844,1,1,49.99,19.49,2013-01,30.5,61.01
2845,2013-01-20 12:22:49,2845,1,1,49.99,19.49,2013-01,30.5,61.01
2846,2013-01-20 13:53:06,2846,2,1,59.99,22.49,2013-01,37.5,62.51
2847,2013-01-20 14:11:02,2847,1,1,49.99,19.49,2013-01,30.5,61.01
2848,2013-01-20 18:48:42,2848,1,1,49.99,19.49,2013-01,30.5,61.01
2849,2013-01-21 00:30:54,2849,1,1,49.99,19.49,2013-01,30.5,61.01
2850,2013-01-21 00:40:59,2850,1,1,49.99,19.49,2013-01,30.5,61.01
2851,2013-01-21 01:20:57,2851,1,1,49.99,19.49,2013-01,30.5,61.01
2852,2013-01-21 01:53:57,2852,2,1,59.99,22.49,2013-01,37.5,62.51
2853,2013-01-21 03:38:08,2853,1,1,49.99,19.49,2013-01,30.5,61.01
2854,2013-01-21 05:41:40,2854,1,1,49.99,19.49,2013-01,30.5,61.01
2855,2013-01-21 06:51:36,2855,1,1,49.99,19.49,2013-01,30.5,61.01
2856,2013-01-21 10:23:35,2856,2,1,59.99,22.49,2013-01,37.5,62.51
2857,2013-01-21 12:23:41,2857,1,1,49.99,19.49,2013-01,30.5,61.01
2858,2013-01-21 13:38:39,2858,1,1,49.99,19.49,2013-01,30.5,61.01
2859,2013-01-21 16:09:58,2859,1,1,49.99,19.49,2013-01,30.5,61.01
2860,2013-01-21 18:12:01,2860,1,1,49.99,19.49,2013-01,30.5,61.01
2861,2013-01-21 22:36:52,2861,1,1,49.99,19.49,2013-01,30.5,61.01
2862,2013-01-22 04:30:13,2862,1,1,49.99,19.49,2013-01,30.5,61.01
2863,2013-01-22 08:51:08,2863,2,1,59.99,22.49,2013-01,37.5,62.51
2864,2013-01-22 09:16:46,2864,1,1,49.99,19.49,2013-01,30.5,61.01
2865,2013-01-22 09:28:28,2865,1,1,49.99,19.49,2013-01,30.5,61.01
2866,2013-01-22 12:56:11,2866,1,1,49.99,19.49,2013-01,30.5,61.01
2867,2013-01-22 13:36:40,2867,1,1,49.99,19.49,2013-01,30.5,61.01
2868,2013-01-22 13:37:15,2868,1,1,49.99,19.49,2013-01,30.5,61.01
2869,2013-01-22 14:07:18,2869,1,1,49.99,19.49,2013-01,30.5,61.01
2870,2013-01-22 14:40:44,2870,1,1,49.99,19.49,2013-01,30.5,61.01
2871,2013-01-22 14:51:48,2871,1,1,49.99,19.49,2013-01,30.5,61.01
2872,2013-01-22 15:49:01,2872,1,1,49.99,19.49,2013-01,30.5,61.01
2873,2013-01-22 17:06:08,2873,1,1,49.99,19.49,2013-01,30.5,61.01
2874,2013-01-22 19:58:15,2874,1,1,49.99,19.49,2013-01,30.5,61.01
2875,2013-01-23 04:14:56,2875,1,1,49.99,19.49,2013-01,30.5,61.01
2876,2013-01-23 05:47:34,2876,1,1,49.99,19.49,2013-01,30.5,61.01
2877,2013-01-23 09:15:43,2877,2,1,59.99,22.49,2013-01,37.5,62.51
2878,2013-01-23 11:05:52,2878,2,1,59.99,22.49,2013-01,37.5,62.51
2879,2013-01-23 11:29:02,2879,1,1,49.99,19.49,2013-01,30.5,61.01
2880,2013-01-23 12:39:09,2880,1,1,49.99,19.49,2013-01,30.5,61.01
2881,2013-01-23 14:18:50,2881,1,1,49.99,19.49,2013-01,30.5,61.01
2882,2013-01-23 16:47:32,2882,1,1,49.99,19.49,2013-01,30.5,61.01
2883,2013-01-23 20:53:11,2883,2,1,59.99,22.49,2013-01,37.5,62.51
2884,2013-01-23 21:14:49,2884,1,1,49.99,19.49,2013-01,30.5,61.01
2885,2013-01-24 00:15:41,2885,1,1,49.99,19.49,2013-01,30.5,61.01
2886,2013-01-24 01:05:41,2886,1,1,49.99,19.49,2013-01,30.5,61.01
2887,2013-01-24 03:27:46,2887,1,1,49.99,19.49,2013-01,30.5,61.01
2888,2013-01-24 08:27:32,2888,1,1,49.99,19.49,2013-01,30.5,61.01
2889,2013-01-24 11:16:02,2889,1,1,49.99,19.49,2013-01,30.5,61.01
2890,2013-01-24 11:39:24,2890,2,1,59.99,22.49,2013-01,37.5,62.51
2891,2013-01-24 12:03:26,2891,1,1,49.99,19.49,2013-01,30.5,61.01
2892,2013-01-24 12:10:55,2892,1,1,49.99,19.49,2013-01,30.5,61.01
2893,2013-01-24 13:44:54,2893,1,1,49.99,19.49,2013-01,30.5,61.01
2894,2013-01-24 17:11:06,2894,1,1,49.99,19.49,2013-01,30.5,61.01
2895,2013-01-24 17:12:47,2895,1,1,49.99,19.49,2013-01,30.5,61.01
2896,2013-01-24 18:02:07,2896,1,1,49.99,19.49,2013-01,30.5,61.01
2897,2013-01-24 18:58:22,2897,1,1,49.99,19.49,2013-01,30.5,61.01
2898,2013-01-24 20:20:04,2898,1,1,49.99,19.49,2013-01,30.5,61.01
2899,2013-01-24 20:49:32,2899,1,1,49.99,19.49,2013-01,30.5,61.01
2900,2013-01-24 23:26:12,2900,1,1,49.99,19.49,2013-01,30.5,61.01
2901,2013-01-24 23:36:20,2901,1,1,49.99,19.49,2013-01,30.5,61.01
2902,2013-01-25 01:55:42,2902,1,1,49.99,19.49,2013-01,30.5,61.01
2903,2013-01-25 05:37:24,2903,1,1,49.99,19.49,2013-01,30.5,61.01
2904,2013-01-25 09:33:09,2904,1,1,49.99,19.49,2013-01,30.5,61.01
2905,2013-01-25 09:39:04,2905,1,1,49.99,19.49,2013-01,30.5,61.01
2906,2013-01-25 10:42:43,2906,1,1,49.99,19.49,2013-01,30.5,61.01
2907,2013-01-25 12:49:38,2907,1,1,49.99,19.49,2013-01,30.5,61.01
2908,2013-01-25 13:17:16,2908,1,1,49.99,19.49,2013-01,30.5,61.01
2909,2013-01-25 13:39:31,2909,1,1,49.99,19.49,2013-01,30.5,61.01
2910,2013-01-25 14:41:07,2910,2,1,59.99,22.49,2013-01,37.5,62.51
2911,2013-01-25 17:05:43,2911,1,1,49.99,19.49,2013-01,30.5,61.01
2912,2013-01-25 18:06:35,2912,1,1,49.99,19.49,2013-01,30.5,61.01
2913,2013-01-25 20:48:37,2913,1,1,49.99,19.49,2013-01,30.5,61.01
2914,2013-01-26 00:17:39,2914,1,1,49.99,19.49,2013-01,30.5,61.01
2915,2013-01-26 01:50:49,2915,1,1,49.99,19.49,2013-01,30.5,61.01
2916,2013-01-26 05:56:41,2916,1,1,49.99,19.49,2013-01,30.5,61.01
2917,2013-01-26 09:19:07,2917,1,1,49.99,19.49,2013-01,30.5,61.01
2918,2013-01-26 10:34:46,2918,1,1,49.99,19.49,2013-01,30.5,61.01
2919,2013-01-26 15:18:51,2919,1,1,49.99,19.49,2013-01,30.5,61.01
2920,2013-01-26 18:11:41,2920,1,1,49.99,19.49,2013-01,30.5,61.01
2921,2013-01-26 22:18:09,2921,1,1,49.99,19.49,2013-01,30.5,61.01
2922,2013-01-26 22:18:19,2922,1,1,49.99,19.49,2013-01,30.5,61.01
2923,2013-01-27 02:49:59,2923,1,1,49.99,19.49,2013-01,30.5,61.01
2924,2013-01-27 04:47:40,2924,1,1,49.99,19.49,2013-01,30.5,61.01
2925,2013-01-27 06:45:49,2925,1,1,49.99,19.49,2013-01,30.5,61.01
2926,2013-01-27 10:12:33,2926,1,1,49.99,19.49,2013-01,30.5,61.01
2927,2013-01-27 11:20:12,2927,1,1,49.99,19.49,2013-01,30.5,61.01
2928,2013-01-27 13:38:18,2928,1,1,49.99,19.49,2013-01,30.5,61.01
2929,2013-01-27 19:38:45,2929,1,1,49.99,19.49,2013-01,30.5,61.01
2930,2013-01-27 21:54:27,2930,1,1,49.99,19.49,2013-01,30.5,61.01
2931,2013-01-27 23:38:03,2931,1,1,49.99,19.49,2013-01,30.5,61.01
2932,2013-01-28 09:47:35,2932,1,1,49.99,19.49,2013-01,30.5,61.01
2933,2013-01-28 10:10:05,2933,1,1,49.99,19.49,2013-01,30.5,61.01
2934,2013-01-28 13:32:23,2934,1,1,49.99,19.49,2013-01,30.5,61.01
2935,2013-01-28 14:14:50,2935,1,1,49.99,19.49,2013-01,30.5,61.01
2936,2013-01-28 16:31:49,2936,1,1,49.99,19.49,2013-01,30.5,61.01
2937,2013-01-28 16:33:41,2937,2,1,59.99,22.49,2013-01,37.5,62.51
2938,2013-01-28 16:55:53,2938,1,1,49.99,19.49,2013-01,30.5,61.01
2939,2013-01-28 18:40:31,2939,1,1,49.99,19.49,2013-01,30.5,61.01
2940,2013-01-28 18:41:02,2940,2,1,59.99,22.49,2013-01,37.5,62.51
2941,2013-01-28 18:42:21,2941,2,1,59.99,22.49,2013-01,37.5,62.51
2942,2013-01-28 23:13:10,2942,1,1,49.99,19.49,2013-01,30.5,61.01
2943,2013-01-29 03:34:36,2943,1,1,49.99,19.49,2013-01,30.5,61.01
2944,2013-01-29 05:56:55,2944,1,1,49.99,19.49,2013-01,30.5,61.01
2945,2013-01-29 06:47:10,2945,1,1,49.99,19.49,2013-01,30.5,61.01
2946,2013-01-29 10:09:14,2946,2,1,59.99,22.49,2013-01,37.5,62.51
2947,2013-01-29 11:26:56,2947,1,1,49.99,19.49,2013-01,30.5,61.01
2948,2013-01-29 13:41:25,2948,1,1,49.99,19.49,2013-01,30.5,61.01
2949,2013-01-29 14:52:46,2949,2,1,59.99,22.49,2013-01,37.5,62.51
2950,2013-01-29 15:37:21,2950,1,1,49.99,19.49,2013-01,30.5,61.01
2951,2013-01-29 15:56:14,2951,1,1,49.99,19.49,2013-01,30.5,61.01
2952,2013-01-29 21:26:26,2952,1,1,49.99,19.49,2013-01,30.5,61.01
2953,2013-01-29 23:06:24,2953,1,1,49.99,19.49,2013-01,30.5,61.01
2954,2013-01-30 09:23:34,2954,2,1,59.99,22.49,2013-01,37.5,62.51
2955,2013-01-30 09:55:32,2955,1,1,49.99,19.49,2013-01,30.5,61.01
2956,2013-01-30 10:14:22,2956,1,1,49.99,19.49,2013-01,30.5,61.01
2957,2013-01-30 10:30:35,2957,1,1,49.99,19.49,2013-01,30.5,61.01
2958,2013-01-30 12:31:08,2958,1,1,49.99,19.49,2013-01,30.5,61.01
2959,2013-01-30 13:10:19,2959,1,1,49.99,19.49,2013-01,30.5,61.01
2960,2013-01-30 14:07:46,2960,1,1,49.99,19.49,2013-01,30.5,61.01
2961,2013-01-30 15:47:16,2961,1,1,49.99,19.49,2013-01,30.5,61.01
2962,2013-01-30 16:39:16,2962,1,1,49.99,19.49,2013-01,30.5,61.01
2963,2013-01-30 16:52:20,2963,1,1,49.99,19.49,2013-01,30.5,61.01
2964,2013-01-30 17:45:48,2964,1,1,49.99,19.49,2013-01,30.5,61.01
2965,2013-01-30 18:09:52,2965,1,1,49.99,19.49,2013-01,30.5,61.01
2966,2013-01-31 01:49:58,2966,1,1,49.99,19.49,2013-01,30.5,61.01
2967,2013-01-31 03:01:23,2967,1,1,49.99,19.49,2013-01,30.5,61.01
2968,2013-01-31 11:26:29,2968,1,1,49.99,19.49,2013-01,30.5,61.01
2969,2013-01-31 12:44:23,2969,2,1,59.99,22.49,2013-01,37.5,62.51
2970,2013-01-31 14:38:25,2970,1,1,49.99,19.49,2013-01,30.5,61.01
2971,2013-01-31 14:43:00,2971,1,1,49.99,19.49,2013-01,30.5,61.01
2972,2013-01-31 16:48:49,2972,1,1,49.99,19.49,2013-01,30.5,61.01
2973,2013-01-31 17:42:08,2973,2,1,59.99,22.49,2013-01,37.5,62.51
2974,2013-01-31 18:38:14,2974,1,1,49.99,19.49,2013-01,30.5,61.01
2975,2013-01-31 20:30:22,2975,1,1,49.99,19.49,2013-01,30.5,61.01
2976,2013-01-31 20:42:42,2976,1,1,49.99,19.49,2013-01,30.5,61.01
2977,2013-02-01 00:01:38,2977,1,1,49.99,19.49,2013-02,30.5,61.01
2978,2013-02-01 09:08:05,2978,1,1,49.99,19.49,2013-02,30.5,61.01
2979,2013-02-01 09:20:28,2979,1,1,49.99,19.49,2013-02,30.5,61.01
2980,2013-02-01 10:28:57,2980,1,1,49.99,19.49,2013-02,30.5,61.01
2981,2013-02-01 10:37:51,2981,2,1,59.99,22.49,2013-02,37.5,62.51
2982,2013-02-01 10:39:14,2982,1,1,49.99,19.49,2013-02,30.5,61.01
2983,2013-02-01 12:25:18,2983,1,1,49.99,19.49,2013-02,30.5,61.01
2984,2013-02-01 16:32:55,2984,1,1,49.99,19.49,2013-02,30.5,61.01
2985,2013-02-01 16:48:34,2985,1,1,49.99,19.49,2013-02,30.5,61.01
2986,2013-02-01 16:55:34,2986,1,1,49.99,19.49,2013-02,30.5,61.01
2987,2013-02-01 17:27:10,2987,1,1,49.99,19.49,2013-02,30.5,61.01
2988,2013-02-01 18:37:43,2988,1,1,49.99,19.49,2013-02,30.5,61.01
2989,2013-02-01 20:29:02,2989,1,1,49.99,19.49,2013-02,30.5,61.01
2990,2013-02-01 21:32:17,2990,1,1,49.99,19.49,2013-02,30.5,61.01
2991,2013-02-01 22:27:13,2991,2,1,59.99,22.49,2013-02,37.5,62.51
2992,2013-02-01 22:53:17,2992,1,1,49.99,19.49,2013-02,30.5,61.01
2993,2013-02-01 23:48:38,2993,1,1,49.99,19.49,2013-02,30.5,61.01
2994,2013-02-02 01:37:53,2994,1,1,49.99,19.49,2013-02,30.5,61.01
2995,2013-02-02 06:32:59,2995,1,1,49.99,19.49,2013-02,30.5,61.01
2996,2013-02-02 08:04:00,2996,1,1,49.99,19.49,2013-02,30.5,61.01
2997,2013-02-02 19:44:51,2997,1,1,49.99,19.49,2013-02,30.5,61.01
2998,2013-02-02 19:47:17,2998,2,1,59.99,22.49,2013-02,37.5,62.51
2999,2013-02-03 05:20:25,2999,1,1,49.99,19.49,2013-02,30.5,61.01
3000,2013-02-03 17:03:23,3000,1,1,49.99,19.49,2013-02,30.5,61.01
3001,2013-02-03 17:18:21,3001,1,1,49.99,19.49,2013-02,30.5,61.01
3002,2013-02-03 17:42:49,3002,1,1,49.99,19.49,2013-02,30.5,61.01
3003,2013-02-03 21:35:05,3003,1,1,49.99,19.49,2013-02,30.5,61.01
3004,2013-02-03 23:26:35,3004,2,1,59.99,22.49,2013-02,37.5,62.51
3005,2013-02-03 23:50:09,3005,1,1,49.99,19.49,2013-02,30.5,61.01
3006,2013-02-04 01:40:13,3006,1,1,49.99,19.49,2013-02,30.5,61.01
3007,2013-02-04 02:45:47,3007,1,1,49.99,19.49,2013-02,30.5,61.01
3008,2013-02-04 08:45:48,3008,1,1,49.99,19.49,2013-02,30.5,61.01
3009,2013-02-04 10:24:15,3009,1,1,49.99,19.49,2013-02,30.5,61.01
3010,2013-02-04 10:59:31,3010,1,1,49.99,19.49,2013-02,30.5,61.01
3011,2013-02-04 11:45:34,3011,1,1,49.99,19.49,2013-02,30.5,61.01
3012,2013-02-04 12:29:47,3012,2,1,59.99,22.49,2013-02,37.5,62.51
3013,2013-02-04 12:34:37,3013,1,1,49.99,19.49,2013-02,30.5,61.01
3014,2013-02-04 14:30:22,3014,1,1,49.99,19.49,2013-02,30.5,61.01
3015,2013-02-04 14:45:24,3015,1,1,49.99,19.49,2013-02,30.5,61.01
3016,2013-02-04 15:09:27,3016,1,1,49.99,19.49,2013-02,30.5,61.01
3017,2013-02-04 16:59:44,3017,1,1,49.99,19.49,2013-02,30.5,61.01
3018,2013-02-04 17:32:47,3018,1,1,49.99,19.49,2013-02,30.5,61.01
3019,2013-02-04 19:57:44,3019,1,1,49.99,19.49,2013-02,30.5,61.01
3020,2013-02-04 23:02:45,3020,1,1,49.99,19.49,2013-02,30.5,61.01
3021,2013-02-05 03:02:41,3021,2,1,59.99,22.49,2013-02,37.5,62.51
3022,2013-02-05 04:28:12,3022,2,1,59.99,22.49,2013-02,37.5,62.51
3023,2013-02-05 07:58:46,3023,1,1,49.99,19.49,2013-02,30.5,61.01
3024,2013-02-05 09:14:37,3024,1,1,49.99,19.49,2013-02,30.5,61.01
3025,2013-02-05 09:23:02,3025,1,1,49.99,19.49,2013-02,30.5,61.01
3026,2013-02-05 09:48:47,3026,2,1,59.99,22.49,2013-02,37.5,62.51
3027,2013-02-05 10:00:50,3027,1,1,49.99,19.49,2013-02,30.5,61.01
3028,2013-02-05 12:21:22,3028,2,1,59.99,22.49,2013-02,37.5,62.51
3029,2013-02-05 12:23:42,3029,1,1,49.99,19.49,2013-02,30.5,61.01
3030,2013-02-05 13:03:54,3030,1,1,49.99,19.49,2013-02,30.5,61.01
3031,2013-02-05 14:18:19,3031,1,1,49.99,19.49,2013-02,30.5,61.01
3032,2013-02-05 14:26:57,3032,2,1,59.99,22.49,2013-02,37.5,62.51
3033,2013-02-05 15:15:13,3033,1,1,49.99,19.49,2013-02,30.5,61.01
3034,2013-02-05 18:10:10,3034,1,1,49.99,19.49,2013-02,30.5,61.01
3035,2013-02-06 05:16:32,3035,1,1,49.99,19.49,2013-02,30.5,61.01
3036,2013-02-06 12:40:00,3036,1,1,49.99,19.49,2013-02,30.5,61.01
3037,2013-02-06 13:37:11,3037,1,1,49.99,19.49,2013-02,30.5,61.01
3038,2013-02-06 14:14:02,3038,1,1,49.99,19.49,2013-02,30.5,61.01
3039,2013-02-06 15:31:47,3039,1,1,49.99,19.49,2013-02,30.5,61.01
3040,2013-02-06 16:14:32,3040,1,1,49.99,19.49,2013-02,30.5,61.01
3041,2013-02-06 16:31:14,3041,1,1,49.99,19.49,2013-02,30.5,61.01
3042,2013-02-06 16:45:54,3042,1,1,49.99,19.49,2013-02,30.5,61.01
3043,2013-02-06 17:56:59,3043,2,1,59.99,22.49,2013-02,37.5,62.51
3044,2013-02-06 17:58:35,3044,1,1,49.99,19.49,2013-02,30.5,61.01
3045,2013-02-06 18:45:42,3045,1,1,49.99,19.49,2013-02,30.5,61.01
3046,2013-02-06 20:23:12,3046,1,1,49.99,19.49,2013-02,30.5,61.01
3047,2013-02-07 00:10:27,3047,1,1,49.99,19.49,2013-02,30.5,61.01
3048,2013-02-07 03:32:09,3048,1,1,49.99,19.49,2013-02,30.5,61.01
3049,2013-02-07 04:12:48,3049,1,1,49.99,19.49,2013-02,30.5,61.01
3050,2013-02-07 04:18:50,3050,1,1,49.99,19.49,2013-02,30.5,61.01
3051,2013-02-07 04:59:28,3051,2,1,59.99,22.49,2013-02,37.5,62.51
3052,2013-02-07 08:46:11,3052,1,1,49.99,19.49,2013-02,30.5,61.01
3053,2013-02-07 09:33:49,3053,1,1,49.99,19.49,2013-02,30.5,61.01
3054,2013-02-07 09:38:48,3054,1,1,49.99,19.49,2013-02,30.5,61.01
3055,2013-02-07 09:51:46,3055,1,1,49.99,19.49,2013-02,30.5,61.01
3056,2013-02-07 10:28:33,3056,1,1,49.99,19.49,2013-02,30.5,61.01
3057,2013-02-07 10:57:52,3057,1,1,49.99,19.49,2013-02,30.5,61.01
3058,2013-02-07 11:05:34,3058,1,1,49.99,19.49,2013-02,30.5,61.01
3059,2013-02-07 11:07:45,3059,1,1,49.99,19.49,2013-02,30.5,61.01
3060,2013-02-07 13:50:38,3060,1,1,49.99,19.49,2013-02,30.5,61.01
3061,2013-02-07 14:03:59,3061,1,1,49.99,19.49,2013-02,30.5,61.01
3062,2013-02-07 15:58:10,3062,1,1,49.99,19.49,2013-02,30.5,61.01
3063,2013-02-07 17:41:26,3063,1,1,49.99,19.49,2013-02,30.5,61.01
3064,2013-02-07 20:15:45,3064,1,1,49.99,19.49,2013-02,30.5,61.01
3065,2013-02-07 21:38:34,3065,1,1,49.99,19.49,2013-02,30.5,61.01
3066,2013-02-08 00:12:48,3066,1,1,49.99,19.49,2013-02,30.5,61.01
3067,2013-02-08 01:50:45,3067,1,1,49.99,19.49,2013-02,30.5,61.01
3068,2013-02-08 09:27:03,3068,1,1,49.99,19.49,2013-02,30.5,61.01
3069,2013-02-08 09:59:40,3069,1,1,49.99,19.49,2013-02,30.5,61.01
3070,2013-02-08 10:58:38,3070,1,1,49.99,19.49,2013-02,30.5,61.01
3071,2013-02-08 11:49:40,3071,1,1,49.99,19.49,2013-02,30.5,61.01
3072,2013-02-08 11:53:33,3072,2,1,59.99,22.49,2013-02,37.5,62.51
3073,2013-02-08 13:34:01,3073,1,1,49.99,19.49,2013-02,30.5,61.01
3074,2013-02-08 14:00:59,3074,1,1,49.99,19.49,2013-02,30.5,61.01
3075,2013-02-08 16:42:41,3075,1,1,49.99,19.49,2013-02,30.5,61.01
3076,2013-02-08 19:48:00,3076,1,1,49.99,19.49,2013-02,30.5,61.01
3077,2013-02-08 20:33:10,3077,1,1,49.99,19.49,2013-02,30.5,61.01
3078,2013-02-08 20:58:57,3078,1,1,49.99,19.49,2013-02,30.5,61.01
3079,2013-02-08 22:01:58,3079,1,1,49.99,19.49,2013-02,30.5,61.01
3080,2013-02-08 22:50:46,3080,1,1,49.99,19.49,2013-02,30.5,61.01
3081,2013-02-09 01:16:05,3081,1,1,49.99,19.49,2013-02,30.5,61.01
3082,2013-02-09 12:05:57,3082,2,1,59.99,22.49,2013-02,37.5,62.51
3083,2013-02-09 15:40:22,3083,1,1,49.99,19.49,2013-02,30.5,61.01
3084,2013-02-10 00:10:03,3084,1,1,49.99,19.49,2013-02,30.5,61.01
3085,2013-02-10 01:27:46,3085,2,1,59.99,22.49,2013-02,37.5,62.51
3086,2013-02-10 04:50:00,3086,2,1,59.99,22.49,2013-02,37.5,62.51
3087,2013-02-10 05:25:30,3087,2,1,59.99,22.49,2013-02,37.5,62.51
3088,2013-02-10 11:05:15,3088,2,1,59.99,22.49,2013-02,37.5,62.51
3089,2013-02-10 11:23:34,3089,2,1,59.99,22.49,2013-02,37.5,62.51
3090,2013-02-10 11:55:52,3090,2,1,59.99,22.49,2013-02,37.5,62.51
3091,2013-02-10 12:51:44,3091,2,1,59.99,22.49,2013-02,37.5,62.51
3092,2013-02-10 14:59:48,3092,2,1,59.99,22.49,2013-02,37.5,62.51
3093,2013-02-10 17:15:44,3093,2,1,59.99,22.49,2013-02,37.5,62.51
3094,2013-02-10 18:35:28,3094,1,1,49.99,19.49,2013-02,30.5,61.01
3095,2013-02-10 18:57:38,3095,2,1,59.99,22.49,2013-02,37.5,62.51
3096,2013-02-10 20:09:46,3096,2,1,59.99,22.49,2013-02,37.5,62.51
3097,2013-02-10 21:00:36,3097,2,1,59.99,22.49,2013-02,37.5,62.51
3098,2013-02-10 22:18:25,3098,2,1,59.99,22.49,2013-02,37.5,62.51
3099,2013-02-10 22:25:14,3099,1,1,49.99,19.49,2013-02,30.5,61.01
3100,2013-02-10 23:19:47,3100,2,1,59.99,22.49,2013-02,37.5,62.51
3101,2013-02-11 00:14:08,3101,2,1,59.99,22.49,2013-02,37.5,62.51
3102,2013-02-11 00:38:27,3102,2,1,59.99,22.49,2013-02,37.5,62.51
3103,2013-02-11 01:15:58,3103,2,1,59.99,22.49,2013-02,37.5,62.51
3104,2013-02-11 01:21:24,3104,2,1,59.99,22.49,2013-02,37.5,62.51
3105,2013-02-11 02:59:17,3105,2,1,59.99,22.49,2013-02,37.5,62.51
3106,2013-02-11 03:22:00,3106,1,1,49.99,19.49,2013-02,30.5,61.01
3107,2013-02-11 04:01:37,3107,2,1,59.99,22.49,2013-02,37.5,62.51
3108,2013-02-11 04:43:48,3108,2,1,59.99,22.49,2013-02,37.5,62.51
3109,2013-02-11 05:03:31,3109,1,1,49.99,19.49,2013-02,30.5,61.01
3110,2013-02-11 05:12:55,3110,1,1,49.99,19.49,2013-02,30.5,61.01
3111,2013-02-11 05:35:43,3111,2,1,59.99,22.49,2013-02,37.5,62.51
3112,2013-02-11 06:10:41,3112,1,1,49.99,19.49,2013-02,30.5,61.01
3113,2013-02-11 06:18:10,3113,1,1,49.99,19.49,2013-02,30.5,61.01
3114,2013-02-11 06:34:26,3114,2,1,59.99,22.49,2013-02,37.5,62.51
